material_id,bulk_modulus
mp-11359,70.807
mp-20793,16.854
mp-4809,35.968
mp-4730,30.818
mp-16337,25.141
mp-865743,198.415
mp-6959,16.259
mp-886,155.545
mp-22095,101.898
mp-867292,199.112
mp-539,31.225
mp-1340,27.869
mp-38970,21.714
mp-2371,13.543
mp-27255,24.352
mp-983237,43.085
mp-636368,102.587
mp-973875,49.122
mp-11397,118.283
mp-3107,149.786
mp-2408,144.994
mp-31467,150.991
mp-21400,130.246
mp-29455,152.853
mp-30655,135.145
mp-11478,65.386
mp-578,82.611
mp-5342,59.096
mp-5518,49.331
mp-4899,40.225
mp-2534,60.742
mp-8883,60.75
mp-1025346,152.092
mp-11021,151.971
mp-1018126,36.141
mp-755568,103.348
mp-30953,0.727
mp-568848,3.432
mp-30952,0.919
mp-1121,173.828
mp-1007821,198.722
mp-1018060,177.04
mp-865798,124.561
mp-29362,10.789
mp-29403,8.702
mp-4280,148.134
mp-11019,148.405
mp-644280,188.8
mp-862791,185.797
mp-5238,71.436
mp-4840,55.594
mp-3839,46.028
mp-19870,169.4
mp-672661,169.932
mp-30551,190.304
mp-1018074,167.75
mp-865170,193.286
mp-865895,203.806
mp-8211,15.227
mp-23803,132.704
mp-30954,1.125
mp-11388,215.702
mp-804,172.144
mp-830,171.704
mp-1941,152.55
mp-570904,167.858
mp-866037,173.642
mp-2490,76.335
mp-8882,76.25
mp-553932,22.532
mp-677335,29.965
mp-1025301,163.164
mp-1025270,214.19
mp-1078526,141.771
mp-1869,150.478
mp-1025551,167.158
mp-11407,215.396
mp-2444,179.773
mp-22320,204.343
mp-2507,18.273
mp-9889,14.686
mp-556742,20.025
mp-1156,44.793
mp-1018059,44.722
mp-1572,14.135
mp-1943,15.789
mp-11342,14.697
mp-865615,228.828
mp-10009,11.919
mp-542812,9.638
mp-29541,5.463
mp-21240,142.427
mp-864748,67.859
mp-865316,-10.668
mp-504886,131.73
mp-643084,94.858
mp-15922,136.02
mp-669509,77.88
mp-4805,112.425
mp-16035,73.923
mp-5302,183.909
mp-757233,2648476.645
mp-2921,151.971
mp-5223,184.501
mp-20058,87.985
mp-510374,78.507
mp-753911,138.263
mp-425,153.466
mp-22266,167.657
mp-562809,57.14
mp-27182,-0.652
mp-12765,82.475
mp-1031,53.093
mp-20965,-32.809
mp-23265,29.009
mp-23050,70.235
mp-972965,136.043
mp-19773,84.386
mp-19918,73.164
mp-24092,68.537
mp-21005,104.041
mp-2636,216.967
mp-20534,-0.0
mp-569197,-0.0
mp-753721,126.672
mp-754149,82.3
mp-754349,120.948
mp-510401,85.387
mp-16340,-164.284
mp-510402,86.458
mp-3799,100.481
mp-510403,98.6
mp-11839,-0.0
mp-5690,162.616
mp-510404,97.929
mp-20125,101.405
mp-21192,78.62
mp-4875,142.698
mp-574283,71.741
mp-20070,73.046
mp-19966,32.249
mp-754480,103.674
mp-32,57.916
mp-1007760,59.529
mp-23352,53.667
mp-14790,20.643
mp-10201,171.888
mp-1543,110.087
mp-3534,22.025
mp-14791,25.98
mp-23560,50.715
mp-569600,47.172
mp-13852,174.776
mp-672289,163.42
mp-489,108.621
mp-505780,141.767
mp-9548,20.046
mp-17524,13.477
mp-7595,8.284
mp-28369,1.2429999999999999
mp-223,32.439
mp-470,202.915
mp-733,37.861
mp-7812,20.101
mp-10913,216.482
mp-7542,48.704
mp-1424,122.742
mp-423,152.76
mp-541785,8.161
mp-542640,141.112
mp-20061,176.427
mp-20817,120.097
mp-20866,101.132
mp-22585,200.615
mp-1025397,171.945
mp-2242,21.382
mp-12910,23.949
mp-7582,17.991
mp-9935,60.206
mp-29641,18.188
mp-700,19.51
mp-10759,57.611
mp-10074,13.587
mp-938,33.016
mp-2612,48.853
mp-24504,0.46900000000000003
mp-850274,0.312
mp-985782,17.783
mp-697111,15.606
mp-690733,10.776
mp-23866,8.966
mp-1078233,3.07
mp-2802611,8.222
mp-29145,8.895
mp-36248,18.724
mp-1021328,0.79
mp-643062,9.349
mp-23794,30.444
mp-555229,18.19
mp-31043,30.335
mp-1536913,9.779
mp-2929431,1.7850000000000001
mp-23963,13.126
mp-643727,28.159
mp-24289,174.968
mp-24722,218.492
mp-103,108.287
mp-8640,102.549
mp-571367,158.095
mp-15986,128.834
mp-504741,181.136
mp-571147,187.543
mp-1025167,133.265
mp-13155,111.1
mp-12772,111.173
mp-846,114.235
mp-570784,196.908
mp-568991,190.181
mp-30383,133.005
mp-13137,178.939
mp-1190841,136.052
mp-864835,184.201
mp-29154,171.95
mp-864877,177.868
mp-866088,177.082
mp-30581,123.959
mp-864939,160.206
mp-864974,175.345
mp-19928,101.457
mp-864890,180.435
mp-865179,201.248
mp-30572,119.01
mp-11441,116.63
mp-1018709,93.197
mp-9939,133.014
mp-1018154,111.5
mp-22050,73.035
mp-981539,-18135679527.509
mp-865178,191.166
mp-973434,199.022
mp-865138,192.899
mp-977572,175.266
mp-864684,189.709
mp-865130,173.159
mp-864647,194.409
mp-861,140.732
mp-646507,154.562
mp-5918,180.029
mp-976265,187.278
mp-865131,201.65
mp-504659,149.153
mp-11454,136.094
mp-861978,213.322
mp-864927,217.65
mp-977407,197.44
mp-973443,199.747
mp-10000,133.807
mp-567220,122.772
mp-1029330,159.176
mp-9938,141.732
mp-4893,137.648
mp-977541,206.099
mp-864916,187.509
mp-867327,193.02
mp-1009238,102.866
mp-1014231,109.609
mp-866012,160.36
mp-10379,137.085
mp-15987,145.521
mp-10245,155.079
mp-10076,157.766
mp-8462,116.6
mp-976419,102.841
mp-976273,133.921
mp-754434,212.613
mp-17045,192.803
mp-15964,115.025
mp-2105,143.703
mp-761842,182.505
mp-28919,37.225
mp-976106,104.481
mp-722913,135.395
mp-1014252,149.253
mp-1025223,116.342
mp-32994,225.032
mp-2361,111.876
mp-31469,118.269
mp-15965,140.749
mp-21104,113.876
mp-510691,111.118
mp-12884,77.308
mp-31383,107.37
mp-15297,131.265
mp-13156,114.117
mp-249,117.671
mp-12657,119.513
mp-2614,106.503
mp-568718,106.136
mp-1007730,103.976
mp-1025457,126.648
mp-10872,142.057
mp-5221,172.038
mp-10887,134.159
mp-983358,172.287
mp-982870,214.618
mp-5748,160.645
mp-16501,156.936
mp-571619,163.496
mp-864671,187.174
mp-864909,195.913
mp-9954,127.118
mp-29646,114.549
mp-1018153,152.12
mp-1994,252.303
mp-1017578,223.425
mp-1018057,116.852
mp-1878,125.555
mp-2553,127.5
mp-2025,130.956
mp-865163,189.784
mp-12571,147.205
mp-756683,129.509
mp-864915,5.026
mp-568346,25.147
mp-21075,239.071
mp-865174,169.501
mp-2027,123.98
mp-2337,183.341
mp-20730,161.751
mp-7804,253.383
mp-9801,177.383
mp-22315,130.285
mp-819,188.948
mp-3650,41.391
mp-865176,136.591
mp-22489,153.001
mp-20401,139.708
mp-333,163.391
mp-956096,170.582
mp-866051,183.726
mp-22191,-1304.177
mp-22434,216.434
mp-11387,100.608
mp-1025193,103.655
mp-1025176,90.233
mp-12952,131.425
mp-3576,172.836
mp-1018714,125.165
mp-865998,212.925
mp-3498,128.242
mp-865019,183.393
mp-865010,197.202
mp-13683,111.883
mp-9755,213.567
mp-21340,176.04
mp-7918,126.583
mp-7917,111.031
mp-13964,93.679
mp-567817,13.342
mp-27731,146.977
mp-977573,141.255
mp-568002,5.829
mp-567441,20.721
mp-574025,128.33
mp-864715,206.086
mp-600125,120.211
mp-640024,145.405
mp-864734,141.693
mp-865066,172.181
mp-1002122,207.546
mp-2126,278.691
mp-983123,121.119
mp-865020,187.046
mp-1029834,157.33
mp-865049,128.55
mp-865050,154.665
mp-11449,357.683
mp-865091,175.043
mp-20192,163.306
mp-2363,304.609
mp-7032,206.978
mp-2828,270.382
mp-541911,30.612
mp-38818,268.54
mp-1224328,268.296
mp-22637,179.549
mp-865094,218.707
mp-4828,153.406
mp-7285,176.825
mp-924128,127.878
mp-352,204.904
mp-550893,252.656
mp-685097,208.48
mp-775757,217.87
mp-776097,200.242
mp-776532,211.548
mp-1018721,185.839
mp-11452,225.228
mp-9953,147.126
mp-15963,220.115
mp-864926,171.303
mp-22535,166.252
mp-11453,178.957
mp-1007656,179.875
mp-865166,167.044
mp-1007691,176.476
mp-11456,230.018
mp-1018054,231.325
mp-1689,262.427
mp-11457,180.032
mp-1027,215.169
mp-2802,198.115
mp-985829,14.334
mp-9922,16.695
mp-7787,141.028
mp-13450,100.739
mp-2180,84.365
mp-1018717,87.513
mp-31456,142.704
mp-865165,138.178
mp-865000,182.895
mp-865001,197.703
mp-865041,156.306
mp-865030,172.957
mp-985831,16.811
mp-15622,14.39
mp-1042,151.342
mp-1069,131.995
mp-22258,188.59
mp-10457,169.282
mp-10456,192.495
mp-13472,189.725
mp-866062,228.517
mp-7916,134.279
mp-13962,70.196
mp-13963,33.487
mp-21328,101.827
mp-776083,22.014
mp-11869,123.996
mp-2960,148.752
mp-866221,174.628
mp-866219,199.577
mp-1224283,277.689
mp-865025,244.954
mp-865038,222.224
mp-11460,188.407
mp-865023,201.069
mp-865039,187.383
mp-866114,246.139
mp-32887,11.738
mp-1168,11.773
mp-989651,12.699
mp-1224263,247.465
mp-1224257,269.121
mp-753197,182.734
mp-1043,143.701
mp-10312,154.643
mp-1018726,156.878
mp-1018720,160.956
mp-1400,222.256
mp-1014219,115.663
mp-514,110.274
mp-866108,106.771
mp-866117,137.013
mp-866094,129.32
mp-864798,211.726
mp-1014251,188.438
mp-864807,150.532
mp-983430,175.442
mp-983459,101.368
mp-1224184,244.894
mp-754134,203.819
mp-754478,204.4
mp-974943,182.079
mp-974973,109.761
mp-10861,7.842
mp-753304,6.758
mp-1017981,24.448
mp-1184554,7.877
mp-1184569,11.457
mp-1546032,6.181
mp-2629196,7.622
mp-754065,101.62
mp-540925,17.53
mp-11470,82.793
mp-755465,208298.157
mp-11870,88.269
mp-936,60.904
mp-30721,68.584
mp-23177,11.597
mp-22897,11.79
mp-22855,4.621
mp-706,31.037
mp-8177,86.276
mp-22859,10.38
mp-23173,1.936
mp-23192,3.392
mp-1224,22.392
mp-1025302,148.263
mp-1025386,196.589
mp-2685,114.745
mp-8675,103.076
mp-863720,139.163
mp-754538,39.043
mp-15639,24.756
mp-1123,50.248
mp-9252,7.841
mp-820,42.533
mp-2730,34.16
mp-144,43.126
mp-10659,42.255
mp-973986,42.273
mp-573995,156.483
mp-4415,135.84
mp-5835,135.687
mp-4105,113.63
mp-571500,122.263
mp-3065,108.973
mp-5260,135.733
mp-36662,91.502
mp-4291,115.228
mp-2906,151.827
mp-567458,167.766
mp-567513,178.854
mp-2924,131.02
mp-5219,173.944
mp-4148,133.284
mp-571665,145.703
mp-3895,156.376
mp-5720,159.103
mp-1025172,96.685
mp-977358,101.795
mp-10528,88.264
mp-864674,65.575
mp-1025183,165.827
mp-1640,60.21
mp-9006,105.953
mp-863651,59.553
mp-863652,97.343
mp-3706,201.47
mp-8499,160.653
mp-754327,150.981
mp-753693,129.156
mp-20686,55.238
mp-865297,65.284
mp-864625,124.915
mp-867277,55.443
mp-863723,74.856
mp-977392,53.469
mp-3398,74.964
mp-863736,113.765
mp-973270,104.31
mp-861993,63.714
mp-861994,59.723
mp-861600,60.928
mp-1101850,82.772
mp-863737,50.028
mp-973465,49.414
mp-973689,44.373
mp-974322,41.03
mp-13236,75.03
mp-2759,-34800.193
mp-23047,51.435
mp-1079239,55.737
mp-2778,68.602
mp-2120,76.004
mp-864775,70.325
mp-16503,97.439
mp-898,76.254
mp-1877,76.786
mp-2909,87.429
mp-295,77.463
mp-1007666,83.589
mp-990,100.832
mp-2267,168.393
mp-571491,173.233
mp-3710,184.167
mp-22866,54.739
mp-551101,66.034
mp-30455,90.608
mp-977375,3.636
mp-1423,117.335
mp-11301,57.077
mp-11302,56.766
mp-864904,73.061
mp-977415,89.835
mp-12007,104.872
mp-864662,4.783
mp-2396,-321.678
mp-5313,203.405
mp-1018723,135.084
mp-2435,377.141
mp-20906,147.431
mp-1971,73.432
mp-1024987,104.289
mp-1024994,110.424
mp-1025134,115.869
mp-30585,116.726
mp-580364,104.747
mp-9389,89.851
mp-16750,69.964
mp-1018724,76.985
mp-1024954,79.602
mp-972945,69.968
mp-972984,67.462
mp-976343,92.604
mp-974221,52.564
mp-974253,62.845
mp-561877,71.076
mp-1926,83.173
mp-2812,122.739
mp-1018725,101.221
mp-1256,74.229
mp-982511,97.878
mp-2688,69.38
mp-982557,69.96
mp-4856,86.145
mp-865696,143.634
mp-16342,80.872
mp-5519,93.299
mp-13308,86.61
mp-22670,120.656
mp-24152,86.522
mp-755543,107.968
mp-24012,85.382
mp-973890,157.415
mp-11461,63.968
mp-864657,2.8810000000000002
mp-21431,55.314
mp-30342,77.054
mp-3015,80.4
mp-30586,86.981
mp-13525,111.539
mp-21290,103.02
mp-1025022,163.795
mp-11104,98.675
mp-11476,137.797
mp-973276,59.674
mp-864799,43.429
mp-1199,41.356
mp-866172,40.634
mp-977369,62.805
mp-864744,113.756
mp-864747,47.359
mp-883,167.77
mp-3144,141.033
mp-866112,173.786
mp-673,124.103
mp-6646,157.954
mp-10398,150.211
mp-1553,149.455
mp-1018139,81.591
mp-5154,166.911
mp-4174,92.38
mp-744,88.424
mp-4104,138.301
mp-832,94.522
mp-1979,127.535
mp-195,174.749
mp-2163,113.966
mp-546,156.517
mp-1240,99.911
mp-10931,110.246
mp-2050,61.329
mp-16376,99.731
mp-974063,130.162
mp-464,82.998
mp-1018728,77.657
mp-12899,92.828
mp-12900,93.264
mp-1752,87.904
mp-5150,128.804
mp-571071,175.942
mp-570102,185.265
mp-1072865,61.099
mp-30731,110.96
mp-11971,108.644
mp-977354,210.79
mp-866116,183.596
mp-919,65.126
mp-1018732,59.177
mp-976588,52.284
mp-1540,55.065
mp-1007663,29.727
mp-982388,42.853
mp-982724,53.76
mp-983126,63.012
mp-864624,130.834
mp-3346,80.205
mp-23153,4.837
mp-23261,17.477
mp-27639,2.085
mp-85,35.245
mp-973111,35.22
mp-22061,32.991
mp-19974,42.934
mp-1025331,21.185
mp-22154,53.29
mp-23188,23.091
mp-571172,33.986
mp-20731,23.239
mp-19765,20.25
mp-20708,60.931
mp-22323,149.39
mp-22598,144.766
mp-1105681,156.673
mp-22682,91.458
mp-22375,70.535
mp-2874,151.63
mp-504908,141.455
mp-21385,105.586
mp-510437,88.536
mp-1021668,33.105
mp-23180,36.164
mp-510347,30.845
mp-30343,77.989
mp-20329,108.417
mp-22660,107.674
mp-19833,51.173
mp-20554,42.952
mp-22386,36.204
mp-20305,48.543
mp-1025293,144.791
mp-1025212,189.205
mp-569683,107.88
mp-7027,149.91
mp-23313,31.715
mp-1001833,35.088
mp-22870,13.519
mp-570219,5.717
mp-571555,12.514
mp-862983,5.376
mp-1018053,68.624
mp-20930,121.57
mp-549158,120.572
mp-867308,148.622
mp-639659,168.56
mp-22736,66.112
mp-22811,49.798
mp-8098,168.242
mp-20408,22.152
mp-23202,13.331
mp-20411,121.5
mp-22205,121.971
mp-19876,102.664
mp-20997,116.101
mp-27175,135.341
mp-20351,59.35
mp-966800,59.233
mp-20050,47.968
mp-1025161,154.477
mp-1025213,203.239
mp-20790,15.077
mp-23520,13.937
mp-21215,110.79
mp-22646,129.519
mp-863724,135.641
mp-31337,143.036
mp-1007664,143.481
mp-899,149.828
mp-19795,20.396
mp-20012,36.737
mp-20485,10.288
mp-22691,11.006
mp-1025370,198.864
mp-23507,11.176
mp-2597,39.529
mp-20320,14.809
mp-101,345.128
mp-861979,165.426
mp-1184761,359.91
mp-863709,324.498
mp-1184771,323.477
mp-974358,337.871
mp-9888,83.125
mp-30745,350.814
mp-1223677,354.211
mp-27666,12.169
mp-560553,5.619
mp-2723,269.435
mp-1223655,374.508
mp-974421,329.122
mp-1223860,326.804
mp-862620,321.281
mp-1361,105.86
mp-30744,333.76
mp-58,33305.958
mp-10157,3.578
mp-604318,3.566
mp-1184755,3.576
mp-569408,37.779
mp-12079,57.052
mp-4668,50.314
mp-8608,51.763
mp-567657,29.409
mp-35276,48.787
mp-558518,30.804
mp-568747,36.261
mp-4788,129.08
mp-12098,54.245
mp-12414,36.136
mp-541638,35.777
mp-9778,22.143
mp-7643,17.264
mp-9486,27.421
mp-8700,33.183
mp-10408,31.342
mp-3963,27.466
mp-10662,30.395
mp-6494,46.261
mp-6598,34.223
mp-15684,22.329
mp-571440,15.253
mp-5699,43.612
mp-8446,21.887
mp-10381,17.39
mp-14168,22.604
mp-643257,14.628
mp-643279,15.531
mp-8414,15.293
mp-8415,51.219
mp-9839,49.406
mp-27207,21.759
mp-31212,45.872
mp-23956,23.064
mp-27304,11.197
mp-9069,22.098
mp-6586,45.766
mp-9068,24.93
mp-13797,42.815
mp-6686,39.509
mp-14039,43.639
mp-6058,41.223
mp-13798,37.066
mp-13799,36.926
mp-9672,20.879
mp-971,27.218
mp-2672,32.413
mp-27835,12.514
mp-8262,16.206
mp-569857,16.217
mp-9687,21.569
mp-22756,39.098
mp-504935,38.231
mp-27138,10.178
mp-22956,11.845
mp-23067,12.406
mp-28163,24.004
mp-7979,23.767
mp-540584,54.425
mp-27243,10.721
mp-27691,12.515
mp-22934,12.029
mp-23513,12.754
mp-3821,24.229
mp-7928,35.048
mp-8621,28.157
mp-1025158,53.382
mp-23021,11.063
mp-22947,11.602
mp-7824,26.136
mp-867920,84.38
mp-23471,45115.14
mp-1022,18.259
mp-4264,20.378
mp-7667,14.703
mp-4529,28.688
mp-863757,16.33
mp-8426,15.850999999999999
mp-23036,11.09
mp-3042,19.56
mp-7502,23.584
mp-8624,23.501
mp-568333,10.429
mp-23499,11.298
mp-31363,12.244
mp-27632,11.33
mp-1747,13.039
mp-8623,22.506
mp-23505,10.176
mp-569149,10.788
mp-8724,23.313
mp-27839,12.238
mp-3970,27.845
mp-4731,45.281
mp-3808,60.113
mp-568914,12.36
mp-9583,45.168
mp-24366,27.544
mp-695998,16.778
mp-8187,42.145
mp-8891,64.928
mp-571594,14.728
mp-23697,18.623
mp-14018,12.83
mp-9200,18.66
mp-9665,16.559
mp-1029756,29.455
mp-9664,18.515
mp-568516,11.606
mp-28980,12.443
mp-29379,9.122
mp-28166,19.399
mp-982780,5.074
mp-14205,23.904
mp-7439,25.523
mp-28273,27.774
mp-28171,18.587
mp-7897,13.975
mp-557753,36.838
mp-10159,13.114
mp-974627,5.574
mp-974641,5.319
mp-29584,16.006
mp-9872,18.358
mp-29585,14.836
mp-23392,15.735
mp-28302,16.356
mp-29484,14.347
mp-8753,16.008
mp-768368,13.588
mp-571461,14.495
mp-11719,17.068
mp-863710,37.606
mp-12015,55.676
mp-12532,36.776
mp-9490,30.86
mp-2464440,31.855
mp-7387,23.276
mp-16236,27.612
mp-2910,47.118
mp-5347,58.079
mp-5525,65.943
mp-697670,60.988
mp-10165,17.465
mp-7569,16.776
mp-5309,22.107
mp-27418,46.429
mp-7077,13.02
mp-9881,13.45
mp-29138,20.785
mp-1076,133.72
mp-6812,55.459
mp-6870,49.645
mp-23279,33670.871
mp-982040,86.685
mp-23251,13.432
mp-570891,15.624
mp-22958,19.057
mp-6511,15.519
mp-773137,16.088
mp-6867,51.664
mp-4950,48.658
mp-397,38.647
mp-10175,55.986
mp-1018652,21.748
mp-23193,16.489
mp-23289,18.701
mp-23022,15.769
mp-556084,15.73
mp-23526,16.231
mp-546633,15.769
mp-1029444,43.832
mp-4026,55.286
mp-27677,47.956
mp-10092,41.111
mp-1023129,38.496
mp-5566,68.887
mp-669347,78.848
mp-7911,33.195
mp-3982,34.178
mp-28270,16.721
mp-7435,35.575
mp-7436,29.374
mp-7959,83.58
mp-463,29.839
mp-3827,16.879
mp-9884,19.144
mp-29374,21.147
mp-1029404,135.298
mp-24084,13.704
mp-24428,19.158
mp-643989,18.439
mp-634431,23.521
mp-23846,26.337
mp-626785,30.922
mp-634676,14.213
mp-30717,11.826
mp-7420,25.11
mp-7483,50.671
mp-754883,82.791
mp-22898,10.558
mp-22901,12.418
mp-23487,21.031
mp-23562,20.199
mp-571263,48.749
mp-569886,39.521
mp-1018031,86.691
mp-19851,14.982
mp-15781,37.153
mp-559612,31.925
mp-6179,36.141
mp-8756,24.635
mp-4495,19.903
mp-551092,58.328
mp-1019089,27.165
mp-1019105,19.85
mp-27865,31.053
mp-3448,74.789
mp-23737,34.622
mp-7089,23.427
mp-21847,9.764
mp-20422,11.679
mp-827,20.517
mp-34857,14.294
mp-5158,17.312
mp-568428,16.079
mp-570786,5.733
mp-863707,16.554
mp-15724,18.878
mp-1007637,17.067
mp-555576,23.283
mp-560767,58.009
mp-549490,139.204
mp-4342,109.845
mp-5246,103.853
mp-7375,103.322
mp-935811,172.61
mp-7938,69.488
mp-7940,56.925
mp-754158,69.683
mp-768864,69.273
mp-1866,24.246
mp-21325,16.347
mp-998913,14.064
mp-23959,24.639
mp-696752,26.171
mp-4608,23.365
mp-24214,19.525
mp-8267,10.254
mp-9061,68.848
mp-4519,67.63
mp-11132,24.932
mp-30533,31.59
mp-14796,24.605
mp-1029347,66.018
mp-13190,35.653
mp-989529,16.539
mp-9349,33.983
mp-6074,34.699
mp-755480,17.77
mp-973471,201.94
mp-4757,18.263
mp-8013,11.553
mp-6560,17.575
mp-556609,10.832
mp-10417,23.533
mp-16293,112.518
mp-8188,95.827
mp-15783,40.489
mp-23534,8.774000000000001
mp-3486,19.885
mp-974738,9.273
mp-3614,188.716
mp-973267,180.938
mp-7621,17.135
mp-3553,27.321
mp-976271,83.985
mp-882700,35.497
mp-760376,52.449
mp-1018051,51.441
mp-1018072,51.499
mp-866169,22.656
mp-8175,71.739
mp-753774,85.994
mp-4126,134.466
mp-6847,73.072
mp-8409,78.584
mp-755010,61.719
mp-7421,30.9
mp-15687,30.741
mp-5878,71.15
mp-7437,36.508
mp-7438,24.441
mp-10161,24.144
mp-9318,30.478
mp-40204,31.533
mp-26,25.86
mp-156,20.188
mp-569674,106.913
mp-2967,125.812
mp-5526,117.558
mp-4088,114.246
mp-22760,93.376
mp-37784,68.329
mp-5982,113.37
mp-8250,124.941
mp-3585,145.667
mp-567203,136.757
mp-4954,120.576
mp-867798,71.667
mp-867801,49.213
mp-1184,106.014
mp-755450,133.226
mp-569054,70.274
mp-1189382,340.64
mp-19735,142.568
mp-36480,120.072
mp-1077929,124.285
mp-12533,160.548
mp-20760,39.889
mp-972960,86.527
mp-754808,132.923
mp-1412249,145.937
mp-977187,40.649
mp-3471,136.781
mp-1968,116.022
mp-2292,114.974
mp-560340,128.177
mp-8672,120.843
mp-7475,69.384
mp-759,49.613
mp-866650,151.815
mp-5152,99.469
mp-753156,128.506
mp-973572,48.249
mp-973564,45.039
mp-973957,48.916
mp-973847,47.145
mp-6152,151.657
mp-867847,69.985
mp-29964,165.266
mp-10889,33.748
mp-10600,58.829
mp-4505,66.117
mp-640095,32.741
mp-972908,29.518
mp-972912,29.595
mp-20487,40.212
mp-30207,41.385
mp-754150,114.302
mp-20999,65.083
mp-10611,60.77
mp-491,-3424208.89
mp-10162,58.118
mp-1681,44.031
mp-879,50.175
mp-7159,54.494
mp-31031,113.246
mp-997590,183.604
mp-1948,48.529
mp-867245,59.426
mp-753260,90.615
mp-6625,70.603
mp-12684,52.592
mp-2694,64.416
mp-16766,78.309
mp-959,61.963
mp-30815,102.67
mp-21109,70.525
mp-11511,70.446
mp-2920,180.191
mp-5304,194.911
mp-708,66.566
mp-1002136,64.033
mp-864901,77.617
mp-976113,80.791
mp-6794,185.956
mp-7283,170.08
mp-2680,181.75
mp-3088,165.301
mp-867248,53.973
mp-867908,73.505
mp-768310,57.541
mp-1018136,78.997
mp-27679,12.532
mp-23263,25.473
mp-2367,92.301
mp-776,45.631
mp-12055,45.263
mp-867225,59.779
mp-862743,73.024
mp-862262,52.817
mp-22896,31.744
mp-23025,67.468
mp-1731,786.747
mp-570460,180.839
mp-20761,61.994
mp-19973,86.372
mp-13005,87.663
mp-2051,67.31
mp-6088,79.381
mp-11790,56.604
mp-4835,82.111
mp-546790,67.396
mp-982015,38.201
mp-334,101.191
mp-905,102.112
mp-8354,109.184
mp-505332,72.64
mp-21201,100.405
mp-644739,59.389
mp-3336,161.922
mp-21345,63.487
mp-19761,62.983
mp-1018144,82.577
mp-861617,69.273
mp-23194,10.546
mp-27979,6.8469999999999995
mp-20582,49.919
mp-20729,49.718
mp-21479,64.429
mp-568917,63.889
mp-20491,70.523
mp-867979,52.025
mp-1463,174.499
mp-22220,146.049
mp-1104,33.855
mp-1909,33.099
mp-2306,37.949
mp-867914,54.712
mp-21509,49.819
mp-3289,-594.715
mp-973256,44.465
mp-862662,51.066
mp-989554,135.546
mp-256,121.33
mp-567290,86.477
mp-973894,47.768
mp-1064719,67.304
mp-2708,103.215
mp-568083,175.52
mp-1018743,109.911
mp-4634,141.277
mp-2317,114.252
mp-23671,120.516
mp-1018048,135.707
mp-12613,73.286
mp-1768,182.831
mp-989564,243.043
mp-2384,71.271
mp-3962,104.626
mp-21432,45.604
mp-862663,71.48
mp-674,109.965
mp-30753,126.008
mp-973887,51.146
mp-1006057,51.388
mp-912,143.888
mp-1832,178.329
mp-1702,131.545
mp-5163,173.36
mp-2019,128.334
mp-2350,83.314
mp-1018751,79.438
mp-5394,90.315
mp-1065,49.747
mp-1018745,78.626
mp-31116,153.924
mp-1860,69.385
mp-7083,65.047
mp-2062,79.133
mp-1025390,87.646
mp-4283,117.105
mp-29726,164.797
mp-28795,118.955
mp-569482,169.788
mp-2914,122.782
mp-972949,49.862
mp-633,56.392
mp-867118,77.314
mp-3998,122.275
mp-4421,126.822
mp-972257,34.964
mp-1560,54.332
mp-1329,52.576
mp-8020,183.62
mp-11488,46.826
mp-2001,44.459
mp-753898,119.536
mp-753581,178.775
mp-989524,167.515
mp-865811,46.367
mp-865859,40.401
mp-8215,54.948
mp-2615,49.02
mp-2424,70.032
mp-51,13.874
mp-135,13.87
mp-10173,14.344
mp-976411,13.866
mp-1018134,13.804
mp-1063005,13.65
mp-941221,16.486
mp-8864,202.474
mp-753848,89.756
mp-25385,-300604.44
mp-7298,92.396
mp-624492,127.273
mp-758594,175.385
mp-758741,126.556
mp-8310,111.137
mp-755570,72.246
mp-975044,162.926
mp-569331,61.911
mp-8132,23.112
mp-7350,67.911
mp-510430,22.544
mp-672287,32.333
mp-30769,29.762
mp-1020011,83.023
mp-567395,28.91
mp-1777,28.204
mp-569849,29.691
mp-865897,35.03
mp-976333,33.082
mp-865879,49.503
mp-865874,37.398
mp-30349,39.481
mp-865987,56.116
mp-16238,46.551
mp-567347,46.665
mp-31168,50.135
mp-30816,68.314
mp-30818,84.603
mp-30820,80.792
mp-4779,41.92
mp-9610,49.164
mp-3054,53.936
mp-556777,75.034
mp-11644,16.117
mp-570466,16.063
mp-865986,37.315
mp-865965,40.875
mp-865964,34.099
mp-865577,44.869
mp-10686,40.135
mp-976114,30.724
mp-11304,32.005
mp-865582,50.434
mp-16271,36.538
mp-12580,35.899
mp-8181,110.495
mp-754534,95.497
mp-9912,57.891
mp-865932,46.894
mp-22980,8.956
mp-15686,51.282
mp-752843,42.328
mp-35841,58.787
mp-4711,84.8
mp-12029,58.571
mp-752881,45.823
mp-884085,21.596
mp-15988,52.716
mp-30591,52.666
mp-865067,34.651
mp-22967,25.291
mp-29210,33.134
mp-30381,59.891
mp-31441,95.635
mp-3201,67.604
mp-3726,82.351
mp-2988,81.563
mp-631316,35.3
mp-2935,61.01
mp-1029776,83.069
mp-19896,41.491
mp-644389,42.316
mp-2661453,49.367
mp-755352,106.444
mp-756597,95.328
mp-2724101,124.693
mp-865714,40.536
mp-16341,41.262
mp-865731,52.245
mp-31324,28.365
mp-30344,43.023
mp-30392,53.673
mp-31443,82.523
mp-21029,59.663
mp-21026,71.969
mp-31442,70.882
mp-865737,35.36
mp-866193,37.747
mp-15901,107.176
